kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;vervaldatum_apk;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_apk_dt;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_trekken_massa_geremd;hoogte_voertuig_minimum;hoogte_voertuig_maximum;gem_lading_wrde;verticale_belasting_koppelpunt_getrokken_voertuig;aerodyn_voorz;verl_cab_ind;massa_alt_aandr;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
00KZV2;Personenauto;VOLVO;VOLVO 245-411;20230522;stationwagen;BLAUW;Niet geregistreerd;4;1290;1390;19840118;20100324;Geen verstrekking in Open Data;Ja;4;4;M1;r. deurstyl;0.06;264;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2023-05-22T00:00:00.000;1984-01-18T00:00:00.000;2010-03-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;1930;;;;5;2316;1930;;;;;20240324;650;;2024-03-24T00:00:00.000;;;;;;;;;;;;;1500;;;;;;;;G2 gasinstallatie;;;
00KZX7;Personenauto;VOLVO;P 264;20200617;sedan;BLAUW;Niet geregistreerd;6;1361;1461;19791128;20100310;Geen verstrekking in Open Data;Ja;4;4;M1;r. deurstyl;0.07;264;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2020-06-17T00:00:00.000;1979-11-28T00:00:00.000;2010-03-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;1840;;3040;;;2655;1840;;;;;20240219;700;;2024-02-19T00:00:00.000;;;;;;;;;;;;;1200;;;;;;;;G2 gasinstallatie;;;
00LBR9;Personenauto;VOLVO;C70;20100326;cabriolet;ZWART;Niet geregistreerd;5;1625;1725;20060509;20100326;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.09;264;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2010-03-26T00:00:00.000;2006-05-09T00:00:00.000;2010-03-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2080;0;3580;;4;2521;2080;;;;;20231207;750;;2023-12-07T00:00:00.000;;;e4*2001/116*0076*08;MC68;MC6859??;0;;;;;;;1500;;;;;;;;;15516;E;
00LBX4;Personenauto;VOLVO;V50;20210320;MPV;ZWART;Niet geregistreerd;4;1283;1383;20100406;20100406;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-03-20T00:00:00.000;2010-04-06T00:00:00.000;2010-04-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3240;;5;1999;1890;;;;M;20240406;650;;2024-04-06T00:00:00.000;;;e4*2001/116*0076*20;MW43;MW4352??;0;0.00;;;;;;1350;;;;;;;;;6887;D;32850
00LDH2;Personenauto;VOLVO;XC60;20150606;stationwagen;ROOD;Niet geregistreerd;5;1618;1718;20100402;20100402;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.08;277;Nee;Nee;Nee;2023;Logisch;00;Ja;2015-06-06T00:00:00.000;2010-04-02T00:00:00.000;2010-04-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2505;0;4005;;5;2400;2505;;;;D;20240529;750;;2024-05-29T00:00:00.000;;;e9*2001/116*0068*06;DZ72;DZ7241??;0;0.00;;;;;;1500;;;;;;;;;12639;C;53315
00LDN5;Personenauto;VOLVO;V70;20161229;stationwagen;GRIJS;Niet geregistreerd;5;1590;1690;20100331;20100331;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-12-29T00:00:00.000;2010-03-31T00:00:00.000;2010-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;4110;;5;2400;2310;;;;B;20231105;750;;2023-11-05T00:00:00.000;;;e9*2001/116*0065*07;BW72;BW7240??;0;;;;;;;1800;;;;;;;;;14342;D;51473
00LDN6;Personenauto;VOLVO;V50;20230218;MPV;GRIJS;Niet geregistreerd;4;1294;1394;20100327;20100327;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2010-03-27T00:00:00.000;2010-03-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20230726;697;;2023-07-26T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;7538;A;39040
00LFB2;Personenauto;VOLVO;V70;20101222;stationwagen;GRIJS;Niet geregistreerd;5;1590;1690;20100614;20100614;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2010-12-22T00:00:00.000;2010-06-14T00:00:00.000;2010-06-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;4110;;5;2400;2310;;;;B;20240403;750;;2024-04-03T00:00:00.000;;;e9*2001/116*0065*08;BW72;BW7240??;0;;;;;;;1800;;;;;;;;;14899;D;54450
00LFP3;Personenauto;VOLVO;XC60;20210421;stationwagen;BLAUW;Niet geregistreerd;5;1642;1742;20100403;20100403;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.07;277;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-04-21T00:00:00.000;2010-04-03T00:00:00.000;2010-04-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2505;0;4305;;5;2400;2505;;;;D;20240403;750;;2024-04-03T00:00:00.000;;;e9*2001/116*0068*06;DZ72;DZ7240??;0;0.00;;;;;;1800;;;;;;;;;16264;E;59549
00LGD3;Personenauto;VOLVO;C70;20150904;cabriolet;ZWART;Niet geregistreerd;5;1625;1725;20100409;20100409;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.10;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2015-09-04T00:00:00.000;2010-04-09T00:00:00.000;2010-04-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;2100;0;3600;;4;2521;2100;;;;M;20240330;750;;2024-03-30T00:00:00.000;;;e4*2001/116*0076*19;MC67;MC6759??;0;;;;;;;1500;;;;;;;;;16892;E;64374
00LGV6;Personenauto;VOLVO;S80;20210224;sedan;WIT;Niet geregistreerd;4;1412;1512;20100415;20100415;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.07;284;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-02-24T00:00:00.000;2010-04-15T00:00:00.000;2010-04-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;485;0;2060;0;3380;;5;1999;2060;;;;A;20240222;750;;2024-02-22T00:00:00.000;;;e9*2001/116*0057*13;AS43;AS4352??;0;0.00;;;;;;1320;;;;;;;;;10449;C;40895
00LHK2;Personenauto;VOLVO;V70;;stationwagen;BLAUW;Niet geregistreerd;4;1552;1652;20100429;20100429;Geen verstrekking in Open Data;Nee;4;4;M1;onder r. voorzitting;0.06;282;Ja;Ja;Nee;2021;Logisch;00;Nee;;2010-04-29T00:00:00.000;2010-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2270;0;3870;;5;1997;2270;;;;B;;750;;;;;e9*2001/116*0065*09;BW75;BW7541??;0;0.00;;;;;;1600;;;;;;;;;11015;C;45734
00LHP1;Personenauto;VOLVO;C30;20200102;coupe;GRIJS;Niet geregistreerd;4;1264;1364;20100511;20100511;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-01-02T00:00:00.000;2010-05-11T00:00:00.000;2010-05-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;425;0;1780;0;3080;;4;1560;1780;;;;M;20230925;650;;2023-09-25T00:00:00.000;;;e4*2001/116*0076*14;MK76;MK7652??;0;;;;;;;1300;;;;;;;;;6295;C;25446
00LJB8;Personenauto;VOLVO;V50;;MPV;GRIJS;Niet geregistreerd;4;1294;1394;20100429;20100429;Geen verstrekking in Open Data;Nee;4;4;M1;midden op schutbord onder motorkap;0.06;264;Ja;Nee;Nee;2023;Niet geregistreerd;NG;Nee;;2010-04-29T00:00:00.000;2010-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20231214;697;;2023-12-14T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;6376;A;32829
00LJS6;Personenauto;VOLVO;V70;20200807;stationwagen;ZWART;Niet geregistreerd;5;1590;1690;20100507;20100507;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-08-07T00:00:00.000;2010-05-07T00:00:00.000;2010-05-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;4110;;5;2400;2310;;;;B;20230807;750;;2023-08-07T00:00:00.000;;;e9*2001/116*0065*08;BW72;BW7240??;0;;;;;;;1800;;;;;;;;;14899;D;54450
00LKH1;Personenauto;VOLVO;S60;20160421;sedan;GEEL;Niet geregistreerd;5;1437;1537;20060301;20100504;Geen verstrekking in Open Data;Ja;4;4;M1;midden tegen schutbord onder motorkap;0.10;272;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2016-04-21T00:00:00.000;2006-03-01T00:00:00.000;2010-05-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;460;0;2010;0;3610;;5;2521;2010;;;;;20230727;750;;2023-07-27T00:00:00.000;;;e9*2001/116*0036*12;RS59;RS5952??;0;;;;;;;1600;;;;;;;;;10943;E;
00LKH9;Personenauto;VOLVO;XC60;20100521;stationwagen;ZWART;Niet geregistreerd;5;1642;1742;20100521;20100521;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.07;277;Nee;Ja;Nee;2022;Logisch;00;Ja;2010-05-21T00:00:00.000;2010-05-21T00:00:00.000;2010-05-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2505;0;4305;;5;2400;2505;;;;D;20231125;750;;2023-11-25T00:00:00.000;;;e9*2001/116*0068*06;DZ72;DZ7240??;0;0.00;;;;;;1800;;;;;;;;;16026;E;55545
00LKN3;Personenauto;VOLVO;V70;20221227;stationwagen;ZWART;Niet geregistreerd;4;1552;1652;20100517;20100517;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.06;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-12-27T00:00:00.000;2010-05-17T00:00:00.000;2010-05-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2270;0;3870;;5;1997;2270;;;;B;20240223;750;;2024-02-23T00:00:00.000;;;e9*2001/116*0065*06;BW75;BW7541??;0;;;;;;;1600;;;;;;;;;10602;C;43527
00LKR6;Personenauto;VOLVO;V50;20201116;MPV;ZWART;Niet geregistreerd;4;1294;1394;20100514;20100514;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-11-16T00:00:00.000;2010-05-14T00:00:00.000;2010-05-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20240526;697;;2024-05-26T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;6593;A;33990
00LLG6;Personenauto;VOLVO;240 GLT.A U9;20230118;sedan;WIT;Niet geregistreerd;4;1261;1361;19920124;20100731;Geen verstrekking in Open Data;Ja;4;4;M1;tegen r. voorste deurstyl;0.06;264;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-01-18T00:00:00.000;1992-01-24T00:00:00.000;2010-07-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1780;0;0;;5;2316;1780;;;;;20240308;630;;2024-03-08T00:00:00.000;;;;;;;;;;;;;1600;;;;;;;;;;;
00LLS4;Personenauto;VOLVO;V50;20230509;MPV;ZWART;Niet geregistreerd;4;1294;1394;20100526;20100526;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-05-09T00:00:00.000;2010-05-26T00:00:00.000;2010-05-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20240125;697;;2024-01-25T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;6223;A;32015
00LNB8;Personenauto;VOLVO;XC70;;stationwagen;ZWART;Niet geregistreerd;5;1721;1821;20080314;20100521;Geen verstrekking in Open Data;Nee;4;4;M1;onder r. voorzitting;0.07;282;Ja;Ja;Nee;2022;Geen oordeel;05;Nee;;2008-03-14T00:00:00.000;2010-05-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2400;0;4500;;5;2400;2400;;;;;20230408;750;;2023-04-08T00:00:00.000;;;e9*2001/116*0065*02;BZ71;BZ7146??;0;;;;;;;2100;;;;;;;;;21464;E;
00LND2;Personenauto;VOLVO;V70;20200228;stationwagen;GRIJS;Niet geregistreerd;4;1533;1633;20100608;20100608;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.09;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-02-28T00:00:00.000;2010-06-08T00:00:00.000;2010-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2220;0;4020;;5;1999;2220;;;;B;20231118;750;;2023-11-18T00:00:00.000;;;e9*2001/116*0065*10;BW44;BW4451??;0;0.00;;;;;;1800;;;;;;;;;10825;C;48375
00LNF2;Personenauto;VOLVO;V50;;MPV;GRIJS;Niet geregistreerd;4;1294;1394;20100623;20100623;Geen verstrekking in Open Data;Nee;4;4;M1;midden op schutbord onder motorkap;0.06;264;Ja;Nee;Nee;2022;Logisch;00;Nee;;2010-06-23T00:00:00.000;2010-06-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20230203;697;;2023-02-03T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;6754;A;34850
00LNV8;Personenauto;VOLVO;V70;20160923;stationwagen;GRIJS;Niet geregistreerd;5;1590;1690;20100602;20100602;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2016-09-23T00:00:00.000;2010-06-02T00:00:00.000;2010-06-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;4110;;5;2400;2310;;;;B;20240118;750;;2024-01-18T00:00:00.000;;;e9*2001/116*0065*09;BW72;BW7240??;0;0.00;;;;;;1800;;;;;;;;;14899;D;54450
00LPB6;Personenauto;VOLVO;V50;20151217;MPV;GRIJS;Niet geregistreerd;4;1283;1383;20100604;20100604;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-12-17T00:00:00.000;2010-06-04T00:00:00.000;2010-06-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3240;;5;1999;1890;;;;M;20240107;650;;2024-01-07T00:00:00.000;;;e4*2001/116*0076*20;MW43;MW4352??;0;0.00;;;;;;1350;;;;;;;;;7417;D;35679
00LPJ4;Personenauto;VOLVO;V50;;MPV;GRIJS;Niet geregistreerd;4;1294;1394;20100609;20100609;Geen verstrekking in Open Data;Nee;4;4;M1;midden op schutbord onder motorkap;0.06;264;Ja;Nee;Nee;2022;Logisch;00;Nee;;2010-06-09T00:00:00.000;2010-06-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20220626;697;;2022-06-26T00:00:00.000;;;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;;;;;;1300;;;;;;;;;6749;A;34824
00LPL8;Personenauto;VOLVO;C30;20151001;coupe;ZWART;Niet geregistreerd;4;1234;1334;20100622;20100622;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-10-01T00:00:00.000;2010-06-22T00:00:00.000;2010-06-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1750;0;3100;;4;1999;1750;;;;M;20230915;650;;2023-09-15T00:00:00.000;;;e4*2001/116*0076*20;MK43;MK4352??;0;0.00;;;;;;1350;;;;;;;;;5646;D;26069
00LPP2;Personenauto;VOLVO;XC60;20200120;stationwagen;GRIJS;Niet geregistreerd;5;1716;1816;20100224;20100607;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.07;277;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2020-01-20T00:00:00.000;2010-02-24T00:00:00.000;2010-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2505;0;4505;;5;2400;2505;;;;D;20240307;750;;2024-03-07T00:00:00.000;;;e9*2001/116*0068*00;DZ71;DZ7146??;0;;;;;;;2000;;;;;;;;;20995;F;
00LRD9;Personenauto;VOLVO;V70;20210629;stationwagen;BLAUW;Niet geregistreerd;5;1590;1690;20100616;20100616;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-06-29T00:00:00.000;2010-06-16T00:00:00.000;2010-06-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;4110;;5;2400;2310;;;;B;20230903;750;;2023-09-03T00:00:00.000;;;e9*2001/116*0065*09;BW72;BW7240??;0;0.00;;;;;;1800;;;;;;;;;14899;D;54450
00LRH4;Personenauto;VOLVO;V50;20110803;MPV;GRIJS;Niet geregistreerd;4;1283;1383;20100630;20100630;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2011-08-03T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3240;;5;1999;1890;;;;M;20231124;650;;2023-11-24T00:00:00.000;;;e4*2001/116*0076*20;MW43;MW4352??;0;0.00;;;;;;1350;;;;;;;;;6887;D;32850
